id,fullText,label
2005701040843481333,"@piripicho_pzo @locoincorrectos Amigo quien esta hablando del gobierno estoy deacurdo cunado dices que la ignorancia es arrecha y definitivamente si lo es.
En nigun moneto eh escrito algo del gobierno 🤔.
Escribir que lastima de instalaciones que por que las dejaron decaer de esa manera?",-1.0
2005665206568177737,"8: Holly es la más arrecha hasta los momentos. 

Esa es mi opinión de la 5ta y última temporada de Strangers Things que para mí hasta los momentos ha sido la peor.",1.0
2005620418217193883,"@piripicho_pzo @locoincorrectos Si la tienes razón la ignorancia es arrecha de verdad.
Como escribir da tristeza por la instalaciones, lo que te digo eso veneficiaba al pueblo en general?
Tu podías disfrutar de esa instalaciones? Si eran para los trabajadores por que no siguieron manteniendo",0.0
2005618941390160042,"""ya no existe un modelo de negocio porque la gente ya no lee.""

Que estupidez más arrecha.

Es verdad que la gente ya no lee novelas como antes, pero con una franquicia que mueve un verguero de plata como la suya, esa mierda se vende sola.",-1.0
2005459732052807807,"Que arrecha esa bomba la lanzaron. El 24 y cayó el 28 😂😂😂😂el desespero por vender humo tiene loco a los muertos de hambre ,vengan a comer gorgojos muertos de hambre maricorinos 👇🏻",-1.0
1939113404821635521,DI MARIAAAAAA ES FUCHIBOL CHUCHAMADRE https://t.co/s4myrGFIiG,1.0
1939112899387253059,"Se me fue el internet en la parte importante 
Chuchamadre",0.0
1938431013245362456,"@porqueTTarg VAYA PUTA MIERDA, DEJEN DE VER PORNO CHUCHAMADRE",-1.0
1938239821945667821,@DeCavra Yagüeee pinche pendejo chuchamadre mamagüebo Perú rasa aria catorse cincuenta y siete,-1.0
1936891033381699851,"@cortacola_ @biobio Pero chuchamadre , TALCA https://t.co/Rfimif0Sm6",-1.0
1936876486000054507,"@gepetto1584 @DFinanciero Ese mismo pues.  Putamadre el hambriento qliao 
Imagina que vaya a la casa de uno. Chuchamadre se come hasta el perro del vecino. Jajajaja.",-1.0
1935033937308357066,Chuchamadre Alejandro Sanz tenías que sacar una publicación como un incel cualquiera.,-1.0
1934929202551091277,"@ocusberry2525 Chuchamadre! Lo que toca hacer por el billete. Que le esquilme nomás al descuartizado mamelucazo, y luego invoca su derecho al trabajo y vuelve a ser “impoluto”.
Bien dicen: por la plata baila el perro, y por El Oro, perro y perra!",-1.0
1934284980936421480,"Ayer me preguntaron como iba con mi bruxismo.
Dije: super!! ya casi ni uso la férula y estoy durmiendo bien y todo.
Hoy ando aquí con el dolor espantoso por no ponerme la vaina. Chuchamadre",0.0
1933963722252341742,@stillnoexisto28 @PoliciaEcuador chuchamadre se lo creyeron y me estan puteando cuarentones ayuda,0.0
2004214149275177412,@gatubela_44 Jajajajaja chuchamadre. Y las q suben los q abierta y públicamente se andan poniendo todos los cachos de los renos de Santa?,1.0
2003222339258024300,"Chuchamadre se camina a tu derecha!!!!!!!
Gente en el MALL : se camina a tu derechhaaaaaaaaa!!!!!!!!",-1.0
2002215465301561575,que rabia chuchamadre,-1.0
2000642422041104786,Enterándome lo de Rob Reiner. Chuchamadre,-1.0
2000347345943474554,@nekochiruka Yo le tengo tirria a ver lo que ocurre acá porque todos los días es una desgracia o un chuchamadre. A mí déjenme con mis vainitas...,-1.0
1999188240662753671,"@CloeLovelance He visto Homosexuales abiertamente declarados, que van a votar por kast.
Chuchamadre... he guardado algunos twits para cuando lloren que le cerraron el departamento municipal LGTB",-1.0
1998964316259975387,chuchamadre enano de re mierda no podías tener el puto osico cerrado,-1.0
1998908916978299371,"Chucha, a mí llámenme zurdo si quieren.

Pero en Panamá se tiene que formar una chuchamadre para cambiar este paradigma.

HAY QUE BANEAR DEL SERVER A LOS CERDOS CORRUPTOS QUE VIVEN A COSTILLAS DE NOSOTROS DESDE HACE 40 AÑOS:

POLÍTICOS 
RABIBLANCOS
COMISIONADOS

T O D O S",-1.0
1997450226458890414,"@El_pana_Daviz Oye pero que chucha tenía que ver Sonic (fuera de la foto) y porque involucró su Mario fandom???
Encima que se pinta un avatar en cada comentario la chuchamadre https://t.co/uvZYCDq0Rk",0.0
1997297520943501820,"@DboraAlvarado4 Nah, chuchamadre sería más bien: schmuti deiner Mutter. - verdammter es como decir: maldito",-1.0
1778537611700953400,"@MashiRafael A los d RC5, DELEY MIJIN, RECIÉN DICES ALGO CIERTO",1.0
1772101518667190775,"@lahistoriaec @RonnyAleagaS El panita es un latín king, el panita andaba de piscinas con narcos, el panita aparece en lo chats del ruso, el panita esta siendo investigado por la muerte de Don Villa.
Si mijín deley tiene una reputación 10/10 que te vamos a creer todo lo que digas.",0.0
1263671799298043906,"@SassyTruth2 @BEINGABETTERHU4 @Diezum @andressaucay @luisevivanco porque en las ciudades grandes no saben que es mijin, deley",1.0
825123062551085057,@UnTalJunxy deley mijin :D,1.0
773340468646121472,@sonicck1 @Toriaaan xD deley mijin deley jajaja xD @jakethedgyt,1.0
741420928618336256,@Matamoros_paula deley mijin 😭😭todos me dicen eso 🔐,1.0
740040956184035328,"@MELANIEOLIVO1 deley mijin 💔💔voy a morir de risa ,pero no ya enserio a mí también me da mucha pena 📌",0.0
693273293340708866,"Deley que trauma jaja suele pasar si o que mijnes y mijinas
Ponte 11 Mijin-cayambeño de corazón https://t.co/tbWyzsS3df",1.0
690190435969536000,"Si deley ya se les extraña por donde andaran...jajaj
Ponte 11 Mijin-cayambeño de corazón https://t.co/boEllZrTiY",0.0
687452787907670018,@DiegoJVillacis  deley mijin aslo  b por k con eso comenzaste osea es tu estilo aslo aslo te apoyo,1.0
1935360791110418793,@albertobastus fuera bromas qe el viernes empiezo a trabajar y si consigo suficiente para la entrada vuelos y alojamiento voy deuna,1.0
1932362933364727837,YOOOOO DORCAS YOO VOY TO DEUNA QAJAHQ YO YOY EJWSW,1.0
1929984824615317774,@tussiconl ah deuna si voy,0.0
1923236351656218939,"@PayDeMelocoton Asu prima, entonces domingo con unos Ignacios de Jamaica 😋😋😋 voy deuna para  el tetra 😎",0.0
1922125289313751312,Mañana Xley que voy a festejar con el alma siempre bolso deuna ❤️🤍💙,1.0
1920413546036249045,"@ide4lizer deuna sis, si la tiene medio barata me voy contigo d cabeza",0.0
1920170735948972476,NO ME HABLEN DURANTE 3 HORAS APROX QUE ME VOY A ENCHUFAR ANDOR DEUNA,0.0
1919972907024888229,@JoaquinBorquez3 deuna amigo ya voy,1.0
1919884121393787223,Cuándo es el próximo fin de semana largo? Así me voy a la playa así deuna,0.0
1918295275854061845,Mejor me voy a comprar deuna mi boleto de avión para Argentina para levantar estos ánimos.,1.0
2002527268976144474,"@cesargarciarepo @BancoPichincha Jaja yo hace rato deje esos ladrones, no les doy un solo centavo mío, solo dejo dinero en mi cuenta cuando se que voy a hacer pagos, ya que por deuna es mucho más rápido. Pero los capitales grandes siempre en Produbanco. Hasta ahora no me han salido con ningún chiste",-1.0
2001871774699684243,@amoooooorbb Voy deuna😍🤤,1.0
1991902305495769573,"“Está abierto, justamente por eso vengo a Guayaquil, me voy a reunir con la directiva de equipos de la costa, esto se tiene que definir máximo el lunes o martes”

🗣️ Daniel Molina en #DeUna sobre la posibilidad de que #BarcelonaSC enfrente al Inter Miami con Lionel Messi. https://t.co/tkWRhUvX2i",0.0
1990833942384058590,"@Chanty3D soy dominicana, pero no voy con la manipulación ni la mentira, carlo es un tipo con una sola oya que tenia siglo que no brillaba le dan este chance y aunque sea el 5to lugar lo coje feliz, pero se le ocurrio la idea de hacer un show, maicol se lo creyó jaylexis se la llevo deuna",0.0
1988279951448306135,si no voy a ver a tan biónica creo que me mato deuna,-1.0
1983058188787175526,"Ya avientense el 4o deuna 
Cómo quier voy por las clandestinas y al trabajo ni hablamos🥲
 @MLB 
@espn
@MLB_Mexico",0.0
1982617228802674754,"Me sale un video deuna Señora de 59 años con tremendo cuerpazo y dice: si quieres verte así, sígueme para enseñarte mis rutinas: Obvio que la voy a seguir Señora. Obvio! Ahora ... necesito el ánimo para comenzar 🫥🤣",1.0
1982291500965810412,@zubitooo Deuna voy,1.0
1980049406734045373,@Sofiw_asu hoy? ainz yo me voy a dormir ya después deuna larga semana,0.0
1977079186876776736,Va a mostrar las tetas? Deuna voy ahorrando mejor,1.0
1939461610986185124,@JohnReimberg Que lo atraparon y esta preso bacan.. pero de ahí que quieren hacerse los héroes ya eso es otra cosa.. además no nos hagamos los cojudos que la única Inteligencia que funcionan en el Ecuador son las A.I. porque en la Policía ni las Fuerzas Armadas esa palabra no existe,0.0
1939436779758624811,"@PinkylilFish Ay que bacan  la reunión de ustedes.
Por las manos los conoceréis ahí está Sebastián Esta lord s esta algún viejito que no sé quién es,  esta Tatiana  Moni y Lau",1.0
1939428639583694997,"@Hell_sweet222 A la madre, si lego algun día piensa en revivir esta franquicia si o si deben contratarte en el proceso ya que esta demasiado hermoso.
Desde el diseño de los personajes proporcionados, los colores Neón muy bien implementados y sobretodo la fusión que lo hace ver aun mas bacan.",1.0
1939422073039864211,@hyunseouljin @spiderbiitt @PuduElects JAJAJA COMO TE PICA EL AJÍ EN EL HOYO WN nadie discute eso está bacan y es justo que suban sueldos y bajen horas laborales pero es más allá COMO CHUCHA van a legalizar a weones que vienen con otras intenciones acá? (No generalizo OJO) Y la economia del país tambien está en juego,-1.0
1939414447140778166,bacán cada tanto la escucho o la uso pero para decir simplemente q algo tiene estilo o está bueno https://t.co/gDqdiFU1Cf,1.0
1939411879115571327,"🚣‍♂️Celebración San Pedro y San Pablo 
Hoy domingo vivimos en el muelle de pescadores artesanales de Arica una nueva celebración de esta fiesta religiosa donde los pescadores mostraron su fervor religioso a su santo patrono.🙏⚓🚤
#Arica #aricaesbacán #aricayparinacota #Chile https://t.co/Y5QXOkVqsd",0.0
1939410395287920991,"@canaldemati_ Y tan atento ? estas de sapo ?? Vive tu mundito no mas, al resto que hagan lo o no hagan   te importa tanto que  la rabia impotencia y frustracion te tiene de sapo y escupiendo mierda interior, sale a dar una vuelta y arregla tu mundito chiquito 🤣🤣🤣,el dia esta bacan,aprovecha",-1.0
1939340289878970764,"Hoy en domingos de Cachureos, si está haciendo una construcción/remodelación dese una vueltita por chañarsillo/Maipú hay un outlet bacán de articulos de construcción eléctricos herramientas porcelanatos etc... Barato barato https://t.co/ze27MyoyHE",0.0
1939329745159688318,"@elonmuskADO Asuuuu
Bien ahí, está bacán ese juguetito..👍",1.0
1939292461165170778,"¡Buenísimos días! 🌥️ 
El domingo lo iniciamos desde el camino al santuario de las peñas con esta bella fotografía. 🌌
Foto: paul_planck_fotografia 
#Arica #Chile #aricayparinacota #aricaesbacán https://t.co/rEr3Mm86jn",0.0
2006090404744012075,"@uchileradio Porque en esta sociedad exitista es común burlarse de quien lo hace bien, versus encontrar 'bacán' al choro del curso. Desde chiquititos, se aprende que se premia socialmente, al 'divertido', al insolente, al sin respeto, al vulgar 🙄.",-1.0
2006078740082958706,"@Moyascky Ambas son buena propuesta, mientras la pasen bien está bacan 😃",0.0
2006065892103249975,@mojojo160 @TheVerdugoEc @aquilesalvarez @DanielNoboaOk Bacán jajaja por eso el país está en verga,-1.0
2006014277904208255,"@MajoDoriaT Que bacán y la inflación en Colombia como va? para que digas que tu moneda está revalorizada tendrías que mirar a Perú, $1 dólar = 3.37 soles y no hacemos tanto aspaviento. https://t.co/t3VGXonld1",0.0
2006012737952895320,"@GarciaIbares @cesarbianchet @reunificacion_ Entonces eso está bacan(genial), lastima que posteriormente a las independencias los criollos qué eran mestizos pero se creyeron blancos qué nunca fueron, los relegaron a todos incluyendo Moctezumas y yupanquis a campesinado, una pena esa situación y relevos de cargos😔.",-1.0
2005971204918874255,"@GarciaIbares @cesarbianchet @reunificacion_ Ah bueno,
1 demasiado raro ser Moctezuma sin ser mestizo
2 esta bacan que sean árabes o lo que sean, pero ustedes se refieren a los latinoamericanos como panchos y los llaman inconexos de la historia española
3 creen que toda Europa es fraternal y que los apoyan en su""vs panchos""",-1.0
2005861050206281907,@z0ri0n_daiZZZ ESTÁ BACÁN EL DISEÑO Q NO SE MALENTIENDA solo me intimida,0.0
2005831584792916365,"mira k me cae mal el insecticida, pero ya fue wn si la gente no esta niahi con q miren la camara, le interesa ver un baile bacan #FiebreDeBaileCHV",0.0
2005828690781815192,Está recontra bacán…. Pero la primera puerta interior da a la cocina y se ve un dormitorio.,1.0
2005768155856265722,@MashiRafael Si está bacán compañerito sanduchito admita,1.0
1939473419474555114,@JossieMealegro @MendezAlex03 Yo no creo que ese hombre tan fino sea azuano.,-1.0
1939472415463281025,@Abraham_ben_A @PabloDavalos63 Fuistes muy fino😂😂😂😂,1.0
1939472128723595371,"TIENE QUE ENTRAR ALEXIS, JOHAN NO ESTÁ FINO",-1.0
1939472104115573244,@DalmiroPerea28 @Conejorodriguez Que fino que todos coincidimos en eso.,1.0
1939470682233929789,Fino fino como siempre,1.0
1939470293011218921,@ROMEOLEMUSNews El guillo y la grencha ..!!!  Un paladar tan finó acostumbrado solo a pan dulce y gaseosa 🤣🤣,1.0
1939470002958303615,@ElMalditoDareMo Fino,1.0
1939469658668585255,@Nicoambrogi JAJA SI BAYER ESTABA FINO SE COMEN 5 el primer tiempo!!🤣🤣🤣🤣🤣,0.0
1939469491903328292,@andrea_tamargo Pensaba que era westcol y lo iba a poner fino Ajajajajajajajajjajajajajaja,0.0
1939469431307972813,@SifonysIII @martinezmerce18 Los vecinos se van a quejar. Hay que hacer un laburo más fino. Tiene a todos los servicios de inteligencia iraníes contratados.,0.0
2006152755312771316,"@EmmaRincon Ok fino, esa es la percepción del pueblo de Estado Unidos, creo que se le olvida un detallito importante solo le dejo una fecha 5 DE JULIO DE 1811.",0.0
2006151537265926209,@JuanMuncc Somos de plástico fino.,0.0
2006151508262297961,"yo nunca me corté con hojilla pq me daba mucho miedo, pero me rascaba con un peine fino hasta que me quedaba la piel al rojo vivo, tengo las marcas aún en el brazo",-1.0
2006150629744316514,@Nicotabi81 Según  tu eso es fino 🤦🏻‍♀️,0.0
2006150532751085751,"@Impulsive_Boy ──── Un té matcha estará bien para entrar en calor con esas bajas temperaturas.

Acaba diciendo al cabo de unos segundos tras repasar con la mirada las opciones que se le presentaban en aquel fino trozo de cartón plastificado.",0.0
2006150249908252762,@SolidKroket Fino señores,1.0
2006149805815333085,@AlanPanassiti Si meritano d'essere saccheggiati fino all'ultimo centesimo,0.0
2006148884578340914,"@SEHuracan Con respeto , si tenemos paladar fino como pudieron traer a Alanis, a Giménez , al perla Ramírez , a veces es mejor no decir nada antes que pavadas",-1.0
2006148669947453856,Que fino estos pasaron de alegría y londoño a un Jeriel De Santis nicaragueño bien un rival menos,0.0
2006148485993607563,@FinoYossen Fino querido. A este altura tenes que profundizar. Aunque sea tenes que lograr los aéreos y estadía en el mundial. No seas boludo de pagarlo vos. Todo este trabajo que haces no puede ser gratis.,-1.0
1939189569192411412,"Ok, nunca en mi vida había ido sola a un bar y menos después del trabajo, pero hoy lo hice y fue la mejor decisión. Salí de la rutina, conocí gente chévere, me despejé full después de un turno de mierda, etc. 10/10 la experiencia. Salgan de su zona de comfort, recomendado 🔥❤️",1.0
1938641629826429414,"@starsbysil Pasada quincena volvía a la presencialidad laboral. Fines de noviembre conocí a alguien con quien hoy ya no me hablo para nada, en enero seguíamos hablando. En abril estaba full chévere con otra persona, pero previo al segundo eclipse todo cambió, a hoy le establecí contacto cero",1.0
1938641573555708295,"Pasada quincena volvía a la presencialidad laboral. Fines de noviembre conocí a alguien con quien hoy ya no me hablo para nada, en enero seguíamos hablando. En abril estaba full chévere con otra persona, pero previo al segundo eclipse todo cambió, a hoy le establecí contacto cero",0.0
1938620471215259868,"@LaRomicita13 El Fiesta Titanium automático es chévere: cómodo, full equipo, y económico para la ciudad.
Peeeero esa caja Powershift a veces parece que baila sola…
¡Si lo pruebas y no hace locuras, dale! Pero si tiembla, corre más que él. 😄",1.0
1938241383459922326,"lo chévere de que estén bajando guiris al pueblo, es que estoy practicando full mi inglés",1.0
1936227918419472851,"@liajudith17 Ay noooo, pero que chevere que les esten dando fechas ahora!!! Se lo merecen full",1.0
1936215276288147493,"18. Sobelove: la letra normalita, pero el ritmo me gusta, full ambiente 💃8/10.
19: en la mía: el coro nada que ver, pero el resto de la letra es muy buena, el ritmo me gustó full. 8/10. 
20. Estrella fugaz: el ritmo es chévere, letra normalita 7/10.",0.0
1936042985398972849,"Muy buen invitado y chevere porq @PampitoOk evidencio q no somos bots como los q usa WN y q @Gossipeame2020 sabe q usa bots y ella misma tiene multicuentas
Pampito ya observo la gran comunidad de #chinardi que somos y bancamos a full a Icardi y la china",1.0
1935858694475952182,"@LigaProEC @LDU_Oficial Chévere, contagian emoción, ánimo, fuerza, se los ve comprometidos, el fútbol hay que vivirlo y sentirlo, se siente otro ambiente, full mejor que antes.",1.0
1935818193471492532,"Que chévere que la serie Mentiras y el álbum de la misma estén teniendo buenos números.

Pero en lo personal debería ser prioridad INDOMITA que se mantiene estable, pero deberíamos aumentar los números, este proyecto es el que deberían estar a full apoyando .!",1.0
2005101950950670585,"En el día de hoy tuve baja presión, náuseas, mareos y full rinitis. No es tan chevere el verano",-1.0
2004929735881896430,"Están superafinadísimas y tocan chévere, tienen full swing 🎶🎵🎶. Me recuerda a la película «Cambio de hábito».
🇻🇪🤠👷🚜🌍
#TercosdelCampo",1.0
2004389872426274881,"Gente me empecé Full Metal y es muy diferente a como me dijeron, pero esta chevere igual https://t.co/TjNcEz55Di",1.0
2004014262747103289,@_javico_ @carlosyela9 ¡Te entendemos full! 🤓Los cambios pueden sentirse como cuando cambian la receta del pan de Pascua sin avisar 🎄🍞 Pero no te preocupes estamos trabajando para que la experiencia sea cada vez más chévere y transparente. 🚀,1.0
2003929232716804166,Yo era de estas hasta que uno lo hace con gente de full confianza y es súper chévere.,1.0
2003649517145719026,"@elduroec Jaajajjjaajaa el contexto está chevere.. pero el que hizo la IA ,VALE FULL PALOMA ESE HPTA.

Jajajjaajaa https://t.co/o4qdXsmsTq",1.0
2003221743515906065,"Me vi como 30 caps de Bleach y eso ya hace más de 8 años, pero este gacha (Soul Resonance) está bastante peak
 Gameplay full entretenido, buenos eventos, pity accesible, si te sale un SSR en banner si o si es el nuevo 
 Muy friendly y chevere pa' pasar el rato, recomendau https://t.co/O9CFZKI2kM",1.0
2002355583287013553,"Muy buen Dia mis Parceros bellos 🎄🎵🌦
Que sea un Sábado bien chevere para cada uno de Ustedes 🎶
🥳🎵🤗🎼😘.
Que amaneció lloviendo... y que? Es agua, No Ácido 😂
A Disfrutarlo a full 😉👍🏻
Café ☕ Música ALEGRE 🎵🎶🎼 Y Sonrían 😁 que es gratis.
🥰😘🎵🎄🎅 https://t.co/QtZwzXPLjw",1.0
2001788628666818898,"Full IA pero quedo chevere 
#Daarick https://t.co/JIEhpmY9bq",1.0
2000948505582690773,"@CrisMendoza333 @Mercado_Ingles Chevere, pero, ¿alzó la liga de campeones o champions? Hasta ahora estás en full comedia dando vueltas a la pregunta y rebuscando algo de tu acérrimo rival para denostar a Stevie, nada logro propio.",0.0
1868473221831381452,"‘Está bacansísimo, se ve todo Guayaquil’: 800 niños de Durán y de Solca disfrutaron volar por primera vez en aviones de la FAE por Navidad | Comunidad | Guayaquil | El Universo https://t.co/M36vuFzx2W",1.0
1868427110173294885,"‘Está bacansísimo, se ve todo Guayaquil’: 800 niños de Durán y de Solca disfrutaron volar por primera vez en aviones de la FAE por Navidad
https://t.co/ocvBe9wHJP https://t.co/iOhWN9Sdqy",1.0
1807604680547008918,"@brunobanchon Oye aguanta, habla serio ¡qué bacán está nota! fan pilsener suena bacansisimo oeeee hay billete, ponte piloso 🔋",1.0
1770964444891259181,"En una chupa, todo el mundo estaba prendido y bacansísimo y yo, ya estaba ebria, puse I Like Chopin de Gazebo o sea, cambié la música, le disculpo pues era joven y estúpida, lo siento por cortar nota 🤡🤡🤡🤡",1.0
1526621153371926529,"@yepezmarlon Según unos mama manes, es xq lo hizo un famoso y pues entonces está bacansisimo 🙄osea q con ese ""criterio"" y x esa nota, la próxima hacen una JAPI y también dirán lo mismo...#SeVenWbdas🤬",1.0
1526045746503421952,@RivasCede BACANSISIMO esa nota!,1.0
1485665993234030593,"@jorgejams88 Es una nota recontra lámpara esos nuevos decks, no entiendo nada pero está bacansisimo jajajaja",1.0
1392671194273525760,"El mensaje de Pogba a Valencia es bacansísimo. Se nota que Antonio ha sido un buen amigo, querido y respetado.",1.0
1340782963991191553,"@candida_cocker Por eso no regreso a ver esa nota, mírate mejor song exploder, bacansísimo",1.0
1314294051475271680,"@BerniOnLine Gracias Bern 🤙🏻 Buen trip, Nota: dibujas bacansisimo",1.0
1939473809205240137,"@Tommyyt33 @xmrviolence_II salúdame pana 👀, y ahí le preguntas al chimpancé cuando va a liberar sus obras cinematográficas ""Cletaraxia"" y ""Sexick"" que tanto esconde y se avergüenza 😬",1.0
1939473714732773617,"RIP a mi queridísimo pana, que tuvo toda la espalda en el césped y le debe estar picando horrores",0.0
1939473630938775615,"@sardianra Pana leí esto tarde y recuerdo que en el Tolima fue igual, la ropa se siente súper húmeda.",1.0
1939473266294362430,@TheMisterSB21 Este pana de central es lameculos de los alvarez pues,-1.0
1939473017580716236,@elfrente_amplio Hay que tener pana para hacer el ridículo,-1.0
1939472923619692693,"@jxbenedeti Jajajajaja este pana o es mediocre o está bien pagado 🤣🤣🤣 uppsss las dos cosas 🤭
Y según el en su burbuja jura que es listo 😂😂😂TORPE 😅",-1.0
1939472448325378542,"Ay pana jaja ahora ¿con qué saldrá Petro, el Gobierno y sus influencers fanáticos empedernidos? ¿Cuál será la excusa está vez?",-1.0
1939472407187624197,"@knudsen2010 No tengo certeza de eso, mi pana.",0.0
1939472115167601007,Por encima de la liga ese pana,0.0
1939472053310267854,Tengo un pana que lo han marcado varias. Le encantan malas que le dan puñala y botellazo.,-1.0
2005790836580388875,@jaanomino @CesarSabas @vlpascua Pana como va a ser eso falso si el tipo es el puto Presidente de Siria por el amor de Dios.,-1.0
2005790769282445746,@MioDiavoli Deja la mufa pana.. los partidos se ganan en la cancha no en la ventana de contrataciones,0.0
2005790735459836061,@AndresDuranEc Pana Difiende así también a los demás reos del país nadie tiene corona o quien no llora no mama,0.0
2005790685094465765,Inepto Victor Zambrano tu de pana q de ser presidente de un equipo no sabes nahhhhhhh eres un desastre 🤡🤡💩💩🤮🤮,-1.0
2005790677645283477,@Saiwuuuu Como en tu sano juicio vas a comprar a westcol con tito el bambino. Que droga te metiste pana,0.0
2005790285260079132,"@lamiraecuador ¿Cómo soñaría Jorge Glass que sería la cárcel para el?. 
Hotel 5 estrellas con Hospital Metropolitano....

No pana..   así no es",0.0
2005790178011668984,"Otro nuevo pana en el refugio.

Mira este video de Instagram de @ecojuanmanuel https://t.co/7k5jfljH2J",0.0
2005789814679863426,@Coduvid @Venequisimo Vergacion de pana?,0.0
2005789781482168616,"Ese es mi pana, mi colega, mi compañero de luchas...",1.0
2005789748808548671,Mrc me salió un video de este pana en mi inicio de TikTok y dios mío que vergüenza de verdad,-1.0
1939469290849124773,Que visaje es ver las red flag en una amistad. Pero peor aún que muestre su verdadera cara,-1.0
1939451397172301835,"Me he dado cuenta en este viaje tantas cosas de mi, mk que visaje",0.0
1939435925152383162,Visaje jajajaja,0.0
1939434435872792968,La gente es un visaje pero que más!,1.0
1939431390438662535,"Qué visaje, cule viaje",-1.0
1939426195822829918,Que visaje que hasta mis hermanitos me molestan por haberme metido con mi ex 😂😂,0.0
1939420395318452328,que visaje todo el gremio en pereira y uno aqui,-1.0
1939417181642797272,@AdrianaVeterin O sea que el man si está muerto y solo están haciendo el visaje !!,-1.0
1939411358547575043,"Que visaje, culé viaje...",-1.0
1939409448532873220,"@VaciOzz Mucho visaje para hacer un arrocito!

Además en Colombia se traga más arroz que po'allá...",-1.0
2005790492953567588,Lo más visaje es que ni mi hermanito me pueda hablar pero que se le hace jaja 🤷🏻‍♂️,1.0
2005740484460007806,Ni a la familia de West los he visto dar visaje con esas cadenas,-1.0
2005720741543874584,que visaje en la barra que todo se sabe y todo se cuenta jajajajajajaj,0.0
2005705039055392805,"JAJAJAJA no doy visaje con los paracos de mi pueblo, ahora disque con los de ocaña JAJAJKKAKAKKA",1.0
2005694112708845683,Mi papá quiere leerse Crimen y Castigo solo por el visaje,1.0
2005692557511331859,"@DATOSESKARLATAS @AmericadeCali No entiendo cuál es el visaje con los canteranos, yo entiendo que a los profesionales hay que exigirles ( sobretodo a los extranjeros) pero ya soltemos a los pelados que ya cansa, Papula le tiran hate de mera rabia y moda.",-1.0
2005686709972042113,@Dkno1912 Estoy puesto y doy cero visaje,0.0
2005668256561131704,@AntonioSanguino Tanto visaje pa subirlo 12%,-1.0
2005644453315527120,"yo en mi momento mas tranquilo bien am: uy ñero es que sabe qué? qué raras mi perro, que visaje, uish es que a lo bien ñero, la gente qué?",-1.0
2005632374068158666,"me levanto, subo el morro sin desayunar, casi vomito, me demoro 3 horas en subir, doy visaje, me tomo mi limonada y pa la casa",-1.0
